Name,Duration_Min,Duration_Max,Duration_Type,Loop_Count,Positioning
boxing_bell,1.911,,,,3D
channel_end,0
channel_start,5.153,,Loop,0
cleave,1.663
curse_confuse,1.718
curse_decrepify,1.573
curse_lifetap,1.805
dissonant_bell,2.804,,,,3D
draw_card,0.595
harmonious_bell,2.559,,,,3D
legendary_buff,4.535
light_bell,2.265
play_card,0.179
power_down,0.698
power_up,0.685
slice,0.755
ss_powerup,2.218
whoosh,0.508
